SETOR;SUBSETOR;PRODUTO;NCM;DESC_NCM;IND_MAPA;IND_OMC;DESC_ISIC_SECAO;IND_PRODUTO_AGRO_ONI
CARNES;CARNE BOVINA;MIUDEZAS DE CARNE BOVINA;5040011;TRIPAS DE BOVINOS,FRESCAS,REFRIG.CONGEL.SALG.DEFUMADAS;1;1;Indústria de Transformação;0
CARNES;CARNE DE FRANGO;CARNE DE FRANGO in natura;2071100;GALOS E GALINHAS,N/CORTADAS EM PEDACOS,FRESCAS/REFRIG.;1;1;Indústria de Transformação;0
CARNES;CARNE DE FRANGO;CARNE DE FRANGO in natura;2071200;GALOS E GALINHAS,N/CORTADAS EM PEDACOS,CONGELADAS;1;1;Indústria de Transformação;0
CARNES;CARNE DE FRANGO;CARNE DE FRANGO in natura;2071210;CARNES DE GALOS/GALINHAS, NÃO CORTADAS EM PEDAÇOS, CONGELADAS, COM MIUDEZAS;1;1;Indústria de Transformação;0
CARNES;CARNE DE FRANGO;CARNE DE FRANGO in natura;2071220;CARNES DE GALOS/GALINHAS, NÃO CORTADAS EM PEDAÇOS, CONGELADAS, SEM MIUDEZAS;1;1;Indústria de Transformação;0
CARNES;CARNE DE FRANGO;CARNE DE FRANGO in natura;2071300;PEDACOS E MIUD.COMEST.DE GALOS/GALINHAS,FRESCAS/REFRIG.;1;1;Indústria de Transformação;0
CARNES;CARNE DE FRANGO;CARNE DE FRANGO in natura;2071400;PEDACOS E MIUDEZAS,COMESTIV.DE GALOS/GALINHAS,CONGELAD.;1;1;Indústria de Transformação;0
CARNES;CARNE DE FRANGO;CARNE DE FRANGO in natura;2109911;CARNES DE GALOS E DE GALINHAS SALGADAS OU EM SALMOURA;1;1;Indústria de Transformação;0
CARNES;CARNE DE FRANGO;CARNE DE FRANGO in natura;2109919;OUTRAS CARNES DE GALOS E GALINHAS;1;1;Indústria de Transformação;0
CARNES;CARNE DE FRANGO;CARNE DE FRANGO INDUSTRIALIZADA;2109900;CARNES DE OUTS.ANIMAIS,SALGADAS,SECAS,ETC.;1;1;Indústria de Transformação;0
CARNES;CARNE DE FRANGO;CARNE DE FRANGO INDUSTRIALIZADA;16023200;PREPARACOES E CONSERVAS,DE GALOS E DE GALINHAS;1;1;Indústria de Transformação;0
CARNES;CARNE DE FRANGO;CARNE DE FRANGO INDUSTRIALIZADA;16023210;GALO/GALINHA C/CONT.CARNE/MIUD.>=57% EM PESO NAO COZIDA;1;1;Indústria de Transformação;0
CARNES;CARNE DE FRANGO;CARNE DE FRANGO INDUSTRIALIZADA;16023220;GALO/GALINHA C/CONT.CARNE/MIUD.>=57% EM PESO COZIDAS;1;1;Indústria de Transformação;0
CARNES;CARNE DE FRANGO;CARNE DE FRANGO INDUSTRIALIZADA;16023230;GALO/GALINHA C/CONT.CARNE/MIUD.>=25 E <57% EM PESO;1;1;Indústria de Transformação;0
CARNES;CARNE DE FRANGO;CARNE DE FRANGO INDUSTRIALIZADA;16023290;OUTRAS PREPARAÇÕES / CONSERVAS DE GALO E GALINHAS;1;1;Indústria de Transformação;0
CARNES;CARNE DE GANSO;CARNE DE GANSO in natura;2075100;CARNES DE GANSOS, NAO CORT. EM PED., FRESCAS OU REFRIG;1;1;Indústria de Transformação;0
CARNES;CARNE DE GANSO;CARNE DE GANSO in natura;2075200;CARNES DE GANSOS, NAO CORTADAS EM PEDACOS, CONGELADAS;1;1;Indústria de Transformação;0
CARNES;CARNE DE GANSO;CARNE DE GANSO in natura;2075300;FIGADOS GORDOS (FOIES GRAS) DE GANSOS,FRESCOS OU REFRIG;1;1;Indústria de Transformação;0
CARNES;CARNE DE GANSO;CARNE DE GANSO in natura;2075400;OUTRAS CARNES DE GANSOS, FRESCAS OU REFRIGERADAS;1;1;Indústria de Transformação;0
CARNES;CARNE DE GANSO;CARNE DE GANSO in natura;2075500;OUTRAS CARNES DE GANSOS, CONGELADAS;1;1;Indústria de Transformação;0
CARNES;CARNE DE OVINO E CAPRINO;CARNE DE OVINO in natura;2041000;CARCACAS E MEIAS-CARCACAS DE CORDEIRO,FRESCAS OU REFRIG;1;1;Indústria de Transformação;0
CARNES;CARNE DE OVINO E CAPRINO;CARNE DE OVINO in natura;2042100;CARCACAS E MEIAS-CARCACAS DE OVINO,FRESCAS OU REFRIGER.;1;1;Indústria de Transformação;0
CARNES;CARNE DE OVINO E CAPRINO;CARNE DE OVINO in natura;2042200;OUTRAS PECAS NAO DESOSSADAS DE OVINOS,FRESCAS OU REFRIG;1;1;Indústria de Transformação;0
CARNES;CARNE DE OVINO E CAPRINO;CARNE DE OVINO in natura;2042300;CARNES DESOSSADAS DE OVINOS,FRESCAS OU REFRIGERADAS;1;1;Indústria de Transformação;0
CARNES;CARNE DE OVINO E CAPRINO;CARNE DE OVINO in natura;2043000;CARCACAS E MEIAS-CARCACAS DE CORDEIRO,CONGELADAS;1;1;Indústria de Transformação;0
CARNES;CARNE DE OVINO E CAPRINO;CARNE DE OVINO in natura;2044100;CARCACAS E MEIAS-CARCACAS DE OVINO,CONGELADAS;1;1;Indústria de Transformação;0
CARNES;CARNE DE OVINO E CAPRINO;CARNE DE OVINO in natura;2044200;OUTRAS PECAS NAO DESOSSADAS DE OVINO,CONGELADAS;1;1;Indústria de Transformação;0
CARNES;CARNE DE OVINO E CAPRINO;CARNE DE OVINO in natura;2044300;CARNES DESOSSADAS DE OVINO,CONGELADAS;1;1;Indústria de Transformação;0
CARNES;CARNE DE OVINO E CAPRINO;CARNES DE CAPRINO in natura;2045000;CARNES DE CAPRINO,FRESCAS,REFRIGERADAS OU CONGELADAS;1;1;Indústria de Transformação;0
CARNES;CARNE DE OVINO E CAPRINO;MIUDEZAS DE CARNE DE OVINO;2109920;CARNES DA ESPÉCIE OVINA;1;1;Indústria de Transformação;0
CARNES;CARNE DE OVINO E CAPRINO;MIUDEZAS DE CARNE DE OVINO;5040012;TRIPAS DE OVINOS,FRESCAS,REFRIG.CONGEL.SALGAD.DEFUMADAS;1;1;Indústria de Transformação;0
CARNES;CARNE DE PATO;CARNE DE PATO in natura;2074100;CARNES DE PATOS, NAO CORT. EM PEDACOS,FRESCAS OU REFRIG;1;1;Indústria de Transformação;0
CARNES;CARNE DE PATO;CARNE DE PATO in natura;2074200;CARNES DE PATOS, NAO CORTADAS EM PEDACOS, CONGELADAS;1;1;Indústria de Transformação;0
CARNES;CARNE DE PATO;CARNE DE PATO in natura;2074300;FIGADOS GORDOS (FOIES GRAS) DE PATOS, FRES. OU REFRIG.;1;1;Indústria de Transformação;0
CARNES;CARNE DE PATO;CARNE DE PATO in natura;2074400;OUTRAS CARNES DE PATOS, FRESCAS OU REFRIGERADAS;1;1;Indústria de Transformação;0
CARNES;CARNE DE PATO;CARNE DE PATO in natura;2074500;OUTRAS CARNES DE PATOS, CONGELADAS;1;1;Indústria de Transformação;0
CARNES;CARNE DE PERU;CARNE DE PERU in natura;2072400;PERUAS E PERUS,N/CORTADOS EM PEDACOS,FRESCOS/REFRIGER.;1;1;Indústria de Transformação;0
CARNES;CARNE DE PERU;CARNE DE PERU in natura;2072500;PERUAS E PERUS,N/CORTADOS EM PEDACOS,CONGELADOS;1;1;Indústria de Transformação;0
CARNES;CARNE DE PERU;CARNE DE PERU in natura;2072600;PERUAS E PERUS,EM PEDACOS,MIUDEZ.COMEST.FRESCOS/REFRIG.;1;1;Indústria de Transformação;0
CARNES;CARNE DE PERU;CARNE DE PERU in natura;2072700;PERUAS E PERUS,EM PEDACOS E MIUDEZ.COMESTIV,CONGELADAS;1;1;Indústria de Transformação;0
CARNES;CARNE DE PERU;CARNE DE PERU INDUSTRIALIZADA;16023100;PREPARACOES E CONSERVAS,DE PERU;1;1;Indústria de Transformação;0
CARNES;CARNE SUÍNA;CARNE SUÍNA in natura;2031100;CARCACAS E MEIAS-CARCACAS DE SUINOS,FRESCAS OU REFRIG.;1;1;Indústria de Transformação;0
CARNES;CARNE SUÍNA;CARNE SUÍNA in natura;2031200;PERNAS,PAS,ETC.NAO DESOSSAD.DE SUINOS,FRESCOS OU REFRIG;1;1;Indústria de Transformação;0
CARNES;CARNE SUÍNA;CARNE SUÍNA in natura;2031900;OUTRAS CARNES DE SUINOS,FRESCAS OU REFRIGERADAS;1;1;Indústria de Transformação;0
CARNES;CARNE SUÍNA;CARNE SUÍNA in natura;2032100;CARCACAS E MEIAS-CARCACAS DE SUINOS,CONGELADAS;1;1;Indústria de Transformação;0
CARNES;CARNE SUÍNA;CARNE SUÍNA in natura;2032200;PERNAS,PAS E PEDACOS NAO DESOSSAD.DE SUINOS,CONGELADOS;1;1;Indústria de Transformação;0
CARNES;CARNE SUÍNA;CARNE SUÍNA in natura;2032900;OUTRAS CARNES DE SUINOS,CONGELADAS;1;1;Indústria de Transformação;0
CARNES;CARNE SUÍNA;CARNE SUÍNA INDUSTRIALIZADA;16024100;PREPARACOES E CONSERVAS,DE PERNAS/SEUS PEDAC.DE SUINOS;1;1;Indústria de Transformação;0
CARNES;CARNE SUÍNA;CARNE SUÍNA INDUSTRIALIZADA;16024200;PREPARACOES E CONSERVAS,DE PAS/SEUS PEDACOS,DE SUINOS;1;1;Indústria de Transformação;0
CARNES;CARNE SUÍNA;CARNE SUÍNA INDUSTRIALIZADA;16024900;OUTS.PREPARACOES E CONSERVAS,DE SUINOS,INCL.MISTURA;1;1;Indústria de Transformação;0
CARNES;CARNE SUÍNA;MIUDEZAS DE CARNE SUÍNA;2063000;MIUDEZAS COMESTIVEIS,DE SUINOS,FRESCAS OU REFRIGERADAS;1;1;Indústria de Transformação;0
CARNES;CARNE SUÍNA;MIUDEZAS DE CARNE SUÍNA;2064100;FIGADOS DE SUINOS,CONGELADOS;1;1;Indústria de Transformação;0
CARNES;CARNE SUÍNA;MIUDEZAS DE CARNE SUÍNA;2064900;OUTRAS MIUDEZAS COMESTIVEIS,DE SUINOS,CONGELADAS;1;1;Indústria de Transformação;0
CARNES;CARNE SUÍNA;MIUDEZAS DE CARNE SUÍNA;2090011;TOUCINHO SEM PARTES MAGRAS,FRESCO/REFRIGERADO/CONGELADO;1;1;Indústria de Transformação;0
CARNES;CARNE SUÍNA;MIUDEZAS DE CARNE SUÍNA;2090019;TOUCINHO SEM PARTES MAGRAS,SALGADO/SALMOURA/SECO/DEFUM.;1;1;Indústria de Transformação;0
CARNES;CARNE SUÍNA;MIUDEZAS DE CARNE SUÍNA;2091011;TOUCINHO DE PORCO, FRESCO, REFRIGERADO OU CONGELADO;1;1;Indústria de Transformação;0
CARNES;CARNE SUÍNA;MIUDEZAS DE CARNE SUÍNA;2091019;OUTROS TOUCINHOS DE PORCO;1;1;Indústria de Transformação;0
CARNES;CARNE SUÍNA;MIUDEZAS DE CARNE SUÍNA;2101100;PERNAS/PAS/PEDACOS,DE SUINO,N/DESOSSADOS,SALGADOS,ETC.;1;1;Indústria de Transformação;0
CARNES;CARNE SUÍNA;MIUDEZAS DE CARNE SUÍNA;2101200;BARRIGAS E PEITOS,ENTREMEADOS,DE SUINO,SALGADOS,ETC.;1;1;Indústria de Transformação;0
CARNES;CARNE SUÍNA;MIUDEZAS DE CARNE SUÍNA;2101900;OUTS.CARNES DE SUINO,SALGADAS OU EM SALMOURA,SECAS,ETC.;1;1;Indústria de Transformação;0
CARNES;CARNE SUÍNA;MIUDEZAS DE CARNE SUÍNA;5040013;TRIPAS DE SUINOS,FRESCAS,REFRIG.CONGEL.SALGAD.DEFUMADAS;1;1;Indústria de Transformação;0
CARNES;CARNES DE EQÜIDEOS;CARNES DE CAVALO, ASININO E MUAR;2050000;CARNES DE CAVALOS,ASININOS E MUARES,FRESCAS/REFRIG/CONG;1;1;Indústria de Transformação;0
CARNES;DEMAIS CARNES, MIUDEZAS E PREPARAÇÕES;DEMAIS CARNES E MIUDEZAS;2068000;MIUDEZAS COMESTIV.DE OVINOS,OUTS.ANIMAIS.FRESCAS/REFRIG;1;1;Indústria de Transformação;0
CARNES;DEMAIS CARNES, MIUDEZAS E PREPARAÇÕES;DEMAIS CARNES E MIUDEZAS;2069000;MIUDEZAS COMESTIVEIS,DE OVINOS,OUTS.ANIMAIS,CONGELADAS;1;1;Indústria de Transformação;0
CARNES;DEMAIS CARNES, MIUDEZAS E PREPARAÇÕES;DEMAIS CARNES E MIUDEZAS;2073200;PATOS,GANSOS,ETC.N/CORTADOS EM PEDACOS,FRESCOS/REFRIG.;1;1;Indústria de Transformação;0
CARNES;DEMAIS CARNES, MIUDEZAS E PREPARAÇÕES;DEMAIS CARNES E MIUDEZAS;2073300;CARNES DE PATOS,GANSOS,ETC.N/CORT.EM PEDACOS,CONGELADOS;1;1;Indústria de Transformação;0
CARNES;DEMAIS CARNES, MIUDEZAS E PREPARAÇÕES;DEMAIS CARNES E MIUDEZAS;2073400;FIGADOS GORDOS,DE PATOS/GANSOS/PINTADAS,FRESCAS/REFRIG.;1;1;Indústria de Transformação;0
CARNES;DEMAIS CARNES, MIUDEZAS E PREPARAÇÕES;DEMAIS CARNES E MIUDEZAS;2073500;OUTS.CARNES/MIUDEZAS,DE PATOS,GANSOS,ETC.FRESCAS/REFRIG;1;1;Indústria de Transformação;0
CARNES;DEMAIS CARNES, MIUDEZAS E PREPARAÇÕES;DEMAIS CARNES E MIUDEZAS;2073600;OUTRAS CARNES,MIUDEZAS,DE PATOS,GANSOS,ETC.CONGELADAS;1;1;Indústria de Transformação;0
CARNES;DEMAIS CARNES, MIUDEZAS E PREPARAÇÕES;DEMAIS CARNES E MIUDEZAS;2076000;CARNES DE GALINHAS DANGOLA (PINTADAS);1;1;Indústria de Transformação;0
CARNES;DEMAIS CARNES, MIUDEZAS E PREPARAÇÕES;DEMAIS CARNES E MIUDEZAS;2081000;CARNES E MIUDEZAS,DE COELHOS/LEBRES,FRESCAS/REFRIG/CONG;1;1;Indústria de Transformação;0
CARNES;DEMAIS CARNES, MIUDEZAS E PREPARAÇÕES;DEMAIS CARNES E MIUDEZAS;2082000;COXAS DE RA,FRESCAS,REFRIGERADAS OU CONGELADAS;1;1;Indústria de Transformação;0
CARNES;DEMAIS CARNES, MIUDEZAS E PREPARAÇÕES;DEMAIS CARNES E MIUDEZAS;2083000;CARNES DE PRIMATAS,CONGADAS,FRESCAS OU REFRIGERADAS;1;1;Indústria de Transformação;0
CARNES;DEMAIS CARNES, MIUDEZAS E PREPARAÇÕES;DEMAIS CARNES E MIUDEZAS;2084000;CARNES DE BALEIAS,ETC.FRESCAS,REFRIG.OU CONGELADAS;1;1;Indústria de Transformação;0
CARNES;DEMAIS CARNES, MIUDEZAS E PREPARAÇÕES;DEMAIS CARNES E MIUDEZAS;2085000;CARNES DE REPTEIS,FRESCAS,REFRIGERADAS OU CONGELADAS;1;1;Indústria de Transformação;0
CARNES;DEMAIS CARNES, MIUDEZAS E PREPARAÇÕES;DEMAIS CARNES E MIUDEZAS;2086000;OUTRAS CARNES/MIUD.COMES,DE CAMELOS E OUTROS CAMELIDEOS;1;1;Indústria de Transformação;0
CARNES;DEMAIS CARNES, MIUDEZAS E PREPARAÇÕES;DEMAIS CARNES E MIUDEZAS;2089000;CARNES E MIUDEZAS,DE OUTS.ANIMAIS,FRESCOS/REFRIG/CONG.;1;1;Indústria de Transformação;0
CARNES;DEMAIS CARNES, MIUDEZAS E PREPARAÇÕES;DEMAIS CARNES E MIUDEZAS;2109000;CARNES E MIUDEZAS,DE OUTROS ANIMAIS,SALGADOS,ETC.;1;1;Indústria de Transformação;0
CARNES;DEMAIS CARNES, MIUDEZAS E PREPARAÇÕES;DEMAIS CARNES E MIUDEZAS;2109100;CARNES DE PRIMATAS,SALGADAS,SECAS,ETC.;1;1;Indústria de Transformação;0
CARNES;DEMAIS CARNES, MIUDEZAS E PREPARAÇÕES;DEMAIS CARNES E MIUDEZAS;2109200;CARNES DE BALEIAS,ETC.SALGADAS,SECAS,ETC.;1;1;Indústria de Transformação;0
CARNES;DEMAIS CARNES, MIUDEZAS E PREPARAÇÕES;DEMAIS CARNES E MIUDEZAS;2109300;CARNES DE REPTEIS,SALGADAS,SECAS,ETC.;1;1;Indústria de Transformação;0
CARNES;DEMAIS CARNES, MIUDEZAS E PREPARAÇÕES;DEMAIS CARNES E MIUDEZAS;2109940;OUTRAS MIUDEZAS COMESTÍVEIS;1;1;Indústria de Transformação;0
CARNES;DEMAIS CARNES, MIUDEZAS E PREPARAÇÕES;DEMAIS CARNES E MIUDEZAS;2109990;CARNES DE OUTROS ANIMAIS, SALGADAS, SECAS, ETC.;1;1;Indústria de Transformação;0
CARNES;DEMAIS CARNES, MIUDEZAS E PREPARAÇÕES;DEMAIS CARNES E MIUDEZAS;5040019;TRIPAS DE OUTROS ANIMAIS,EXC.PEIXES,FRESCAS,REFRIG.ETC.;1;1;Indústria de Transformação;0
CARNES;DEMAIS CARNES, MIUDEZAS E PREPARAÇÕES;DEMAIS CARNES E MIUDEZAS;5040090;BEXIGAS E ESTOMAGOS,DE ANIMAIS,EXC.PEIXES,FRESCAS,ETC.;1;1;Indústria de Transformação;0
CARNES;DEMAIS CARNES, MIUDEZAS E PREPARAÇÕES;DEMAIS PREPARAÇÕES DE CARNES;16010000;ENCHIDOS DE CARNE,MIUDEZAS,SANGUE,SUAS PREPARS.ALIMENTS;1;1;Indústria de Transformação;0
CARNES;DEMAIS CARNES, MIUDEZAS E PREPARAÇÕES;DEMAIS PREPARAÇÕES DE CARNES;16021000;PREPARS.ALIMENTICIAS HOMOGEN.DE CARNES,MIUDEZAS,SANGUE;1;1;Indústria de Transformação;0
CARNES;DEMAIS CARNES, MIUDEZAS E PREPARAÇÕES;DEMAIS PREPARAÇÕES DE CARNES;16022000;PREPARS.ALIMENTICIAS E CONSERVAS,DE FIGADOS DE ANIMAIS;1;1;Indústria de Transformação;0
CARNES;DEMAIS CARNES, MIUDEZAS E PREPARAÇÕES;DEMAIS PREPARAÇÕES DE CARNES;16023900;PREPARACOES E CONSERVAS,DE OUTRAS AVES;1;1;Indústria de Transformação;0
CARNES;DEMAIS CARNES, MIUDEZAS E PREPARAÇÕES;DEMAIS PREPARAÇÕES DE CARNES;16029000;OUTS.PREPARACOES E CONSERVAS DE CARNES,MIUDEZAS,SANGUE;1;1;Indústria de Transformação;0
CEREAIS, FARINHAS E PREPARAÇÕES;CEREAIS;ARROZ;10061091;ARROZ ('PADDY') COM CASCA,PARBOILIZADO (ESTUFADO);1;1;Agropecuária;0
CEREAIS, FARINHAS E PREPARAÇÕES;CEREAIS;ARROZ;10061092;ARROZ ('PADDY') COM CASCA,NAO PARBOILIZADO (N/ESTUFADO);1;1;Agropecuária;0
CEREAIS, FARINHAS E PREPARAÇÕES;CEREAIS;ARROZ;10062010;ARROZ ('CARGO' OU CASTANHO),DESCASCADO,PARBOILIZADO;1;1;Indústria de Transformação;0
CEREAIS, FARINHAS E PREPARAÇÕES;CEREAIS;ARROZ;10062020;ARROZ ('CARGO' OU CASTANHO),DESCASCADO,NAO PARBOILIZADO;1;1;Indústria de Transformação;0
CEREAIS, FARINHAS E PREPARAÇÕES;CEREAIS;ARROZ;10063011;ARROZ SEMIBRANQUEADO,ETC.PARBOILIZADO,POLIDO OU BRUNIDO;1;1;Indústria de Transformação;0
CEREAIS, FARINHAS E PREPARAÇÕES;CEREAIS;ARROZ;10063019;OUTROS TIPOS DE ARROZ SEMIBRANQUEADO,ETC.PARBOILIZADO;1;1;Indústria de Transformação;0
CEREAIS, FARINHAS E PREPARAÇÕES;CEREAIS;ARROZ;10063021;ARROZ SEMIBRANQUEADO,ETC.N/PARBOILIZADO,POLIDO,BRUNIDO;1;1;Indústria de Transformação;0
CEREAIS, FARINHAS E PREPARAÇÕES;CEREAIS;ARROZ;10063029;OUTROS TIPOS DE ARROZ SEMIBRANQUEADO,ETC.N/PARBOILIZADO;1;1;Indústria de Transformação;0
CEREAIS, FARINHAS E PREPARAÇÕES;CEREAIS;ARROZ;10064000;ARROZ QUEBRADO (TRINCA DE ARROZ);1;1;Indústria de Transformação;0
CEREAIS, FARINHAS E PREPARAÇÕES;CEREAIS;AVEIA;10040090;AVEIA,EXCETO PARA SEMEADURA;1;1;Agropecuária;1
CEREAIS, FARINHAS E PREPARAÇÕES;CEREAIS;AVEIA;10049000;AVEIA, EXCETO PARA SEMEADURA;1;1;Agropecuária;1
CEREAIS, FARINHAS E PREPARAÇÕES;CEREAIS;CENTEIO;10020090;CENTEIO,EXCETO PARA SEMEADURA;1;1;Agropecuária;1
CEREAIS, FARINHAS E PREPARAÇÕES;CEREAIS;CENTEIO;10029000;CENTEIO, EXCETO PARA SEMEADURA;1;1;Agropecuária;1
CEREAIS, FARINHAS E PREPARAÇÕES;CEREAIS;CEVADA;10030091;CEVADA CERVEJEIRA;1;1;Agropecuária;1
CEREAIS, FARINHAS E PREPARAÇÕES;CEREAIS;CEVADA;10030098;CEVADA EM GRAO,EXCETO CERVEJEIRA OU PARA SEMEADURA;1;1;Agropecuária;1
CEREAIS, FARINHAS E PREPARAÇÕES;CEREAIS;CEVADA;10030099;OUTRAS ESPECIES DE CEVADA,EXCETO EM GRAO;1;1;Agropecuária;1
CEREAIS, FARINHAS E PREPARAÇÕES;CEREAIS;CEVADA;10039010;CEVADA CERVEJEIRA;1;1;Agropecuária;1
CEREAIS, FARINHAS E PREPARAÇÕES;CEREAIS;CEVADA;10039080;OUTRAS CEVADAS, EM GRAO;1;1;Agropecuária;1
CEREAIS, FARINHAS E PREPARAÇÕES;CEREAIS;CEVADA;10039090;OUTRAS CEVADAS, EXCETO EM GRAO;1;1;Agropecuária;1
CEREAIS, FARINHAS E PREPARAÇÕES;CEREAIS;DEMAIS CEREAIS;10084090;MILHA (DIGITARIA SPP.), EXCETO PARA SEMEADURA;1;1;Agropecuária;1
CEREAIS, FARINHAS E PREPARAÇÕES;CEREAIS;DEMAIS CEREAIS;10085090;QUINOA (CHENOPODIUM QUINOA), EXCETO PARA SEMEADURA;1;1;Agropecuária;1
CEREAIS, FARINHAS E PREPARAÇÕES;CEREAIS;DEMAIS CEREAIS;10086090;TRITICALE, EXCETO PARA SEMEADURA;1;1;Agropecuária;1
CEREAIS, FARINHAS E PREPARAÇÕES;CEREAIS;DEMAIS CEREAIS;10089090;OUTROS CEREAIS,EXCETO PARA SEMEADURA;1;1;Agropecuária;1
CEREAIS, FARINHAS E PREPARAÇÕES;CEREAIS;MILHO;10059010;MILHO EM GRAO,EXCETO PARA SEMEADURA;1;1;Agropecuária;1
CEREAIS, FARINHAS E PREPARAÇÕES;CEREAIS;MILHO;10059090;MILHO,EXCETO EM GRAO;1;1;Agropecuária;1
CEREAIS, FARINHAS E PREPARAÇÕES;CEREAIS;PAINÇO;10082090;PAINCO,EXCETO PARA SEMEADURA;1;1;Agropecuária;1
CEREAIS, FARINHAS E PREPARAÇÕES;CEREAIS;PAINÇO;10082190;OUTROS PAINÇOS, PARA SEMEADURA;1;1;Agropecuária;0
CEREAIS, FARINHAS E PREPARAÇÕES;CEREAIS;PAINÇO;10082900;PAINCO, EXCETO PARA SEMEADURA;1;1;Agropecuária;1
CEREAIS, FARINHAS E PREPARAÇÕES;CEREAIS;PAINÇO;10082990;OUTROS PAINCOS, EXCETO PARA SEMEADURA;1;1;Agropecuária;1
CEREAIS, FARINHAS E PREPARAÇÕES;CEREAIS;PAINÇO E MILHETO;10082910;Milheto (PENNISETUM GLAUCUM), exceto para semeadura;1;1;Agropecuária;1
CEREAIS, FARINHAS E PREPARAÇÕES;CEREAIS;SORGO;10070090;SORGO EM GRAO,EXCETO PARA SEMEADURA;1;1;Agropecuária;1
CEREAIS, FARINHAS E PREPARAÇÕES;CEREAIS;SORGO;10079000;SORGO DE GRAO, EXCETO PARA SEMEADURA;1;1;Agropecuária;1
CEREAIS, FARINHAS E PREPARAÇÕES;CEREAIS;TRIGO;10011090;TRIGO DURO,EXCETO PARA SEMEADURA;1;1;Agropecuária;1
CEREAIS, FARINHAS E PREPARAÇÕES;CEREAIS;TRIGO;10011900;TRIGO DURO, EXCETO PARA SEMEADURA;1;1;Agropecuária;1
CEREAIS, FARINHAS E PREPARAÇÕES;CEREAIS;TRIGO;10019090;TRIGO (EXC.TRIGO DURO OU P/SEMEADURA),E TRIGO C/CENTEIO;1;1;Agropecuária;1
CEREAIS, FARINHAS E PREPARAÇÕES;CEREAIS;TRIGO;10019900;OUT.TRIGOS E MISTURAS DE TRIGO C/CENTEIO, EXC.P/ SEMEAD;1;1;Agropecuária;1
CEREAIS, FARINHAS E PREPARAÇÕES;CEREAIS;TRIGO MOURISCO;10081090;TRIGO MOURISCO,EXCETO PARA SEMEADURA;1;1;Agropecuária;1
CEREAIS, FARINHAS E PREPARAÇÕES;PREPARAÇÕES A BASE DE CEREAIS;MASSAS ALIMENTÍCIAS;19021100;MASSAS ALIMENTICIAS,CONT.OVOS,N/COZIDAS,N/RECHEADAS,ETC;1;1;Indústria de Transformação;0
CEREAIS, FARINHAS E PREPARAÇÕES;PREPARAÇÕES A BASE DE CEREAIS;MASSAS ALIMENTÍCIAS;19021900;OUTRAS MASSAS ALIMENTICIAS,NAO COZIDAS,NAO RECHEAD.ETC.;1;1;Indústria de Transformação;0
CEREAIS, FARINHAS E PREPARAÇÕES;PREPARAÇÕES A BASE DE CEREAIS;MASSAS ALIMENTÍCIAS;19022000;MASSAS ALIMENT.RECHEADAS,INCL.COZIDAS,PREPARS.OUT.MODO;1;1;Indústria de Transformação;0
CEREAIS, FARINHAS E PREPARAÇÕES;PREPARAÇÕES A BASE DE CEREAIS;MASSAS ALIMENTÍCIAS;19023000;OUTRAS MASSAS ALIMENTICIAS;1;1;Indústria de Transformação;0
CEREAIS, FARINHAS E PREPARAÇÕES;PREPARAÇÕES A BASE DE CEREAIS;MASSAS ALIMENTÍCIAS;19024000;COUSCOUS;1;1;Indústria de Transformação;0
CEREAIS, FARINHAS E PREPARAÇÕES;PREPARAÇÕES A BASE DE CEREAIS;OUTRAS PREPARAÇÕES ALIMENTÍCIAS A BASE DE CEREAIS;19012000;MISTURAS E PASTAS,P/PREPAR.PRODS.PADARIA,PASTELARIA,ETC;1;1;Indústria de Transformação;0
CEREAIS, FARINHAS E PREPARAÇÕES;PREPARAÇÕES A BASE DE CEREAIS;OUTRAS PREPARAÇÕES ALIMENTÍCIAS A BASE DE CEREAIS;19019090;OUTRAS PREPARACOES ALIMENT.DE FARINHAS,ETC.CACAU<40%;1;1;Indústria de Transformação;0
CEREAIS, FARINHAS E PREPARAÇÕES;PREPARAÇÕES A BASE DE CEREAIS;OUTRAS PREPARAÇÕES ALIMENTÍCIAS A BASE DE CEREAIS;19041000;PRODS.A BASE DE CEREAIS,OBTIDOS POR EXPANSAO,TORREFACAO;1;1;Indústria de Transformação;0
CEREAIS, FARINHAS E PREPARAÇÕES;PREPARAÇÕES A BASE DE CEREAIS;OUTRAS PREPARAÇÕES ALIMENTÍCIAS A BASE DE CEREAIS;19042000;PREPARS.ALIMENT.OBTIDAS DE FLOCOS DE CEREAIS E MISTURAS;1;1;Indústria de Transformação;0
CEREAIS, FARINHAS E PREPARAÇÕES;PREPARAÇÕES A BASE DE CEREAIS;OUTRAS PREPARAÇÕES ALIMENTÍCIAS A BASE DE CEREAIS;19043000;TRIGO BURGOL ('BULGUR');1;1;Indústria de Transformação;0
CEREAIS, FARINHAS E PREPARAÇÕES;PREPARAÇÕES A BASE DE CEREAIS;OUTRAS PREPARAÇÕES ALIMENTÍCIAS A BASE DE CEREAIS;19049000;OUTROS CEREAIS EM GRAOS,PRE-COZIDOS,PREPARS.DE OUT.MODO;1;1;Indústria de Transformação;0
CEREAIS, FARINHAS E PREPARAÇÕES;PREPARAÇÕES A BASE DE CEREAIS;PÃES, BISCOITOS E PRODUTOS DE PASTELARIA;19051000;PAO DENOMINADO 'KNACKEBROT';1;1;Indústria de Transformação;0
